Name,Variant,Caller,CallerVariant,Count,CNOT:Average,CNOT:SecondMoment,CNOT:Variance,CNOT:Sum,CNOT:Min,CNOT:Max,QubitClifford:Average,QubitClifford:SecondMoment,QubitClifford:Variance,QubitClifford:Sum,QubitClifford:Min,QubitClifford:Max,R:Average,R:SecondMoment,R:Variance,R:Sum,R:Min,R:Max,Measure:Average,Measure:SecondMoment,Measure:Variance,Measure:Sum,Measure:Min,Measure:Max,T:Average,T:SecondMoment,T:Variance,T:Sum,T:Min,T:Max
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,Controlled,Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Controlled,720,18.62499999999999,442.45,95.69228094575807,13410,1,36,4.050000000000001,21.4,5.004450625869259,2916,0,8,0.6374999999999995,1.9125,1.508188456189154,459,0,3,0,0,0,0,0,0,12.562500000000002,202.9125,45.158814325452,9045,0,23
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliXFlip,Body,288,0,0,0,0,0,0,1,1,0,288,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliXFlip,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CZ,Body,288,0,0,0,0,0,0,1,1,0,288,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CZ,Body,288,1,1,0,288,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliXFlip,Adjoint,288,0,0,0,0,0,0,1,1,0,288,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliXFlip,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CZ,Body,288,0,0,0,0,0,0,1,1,0,288,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CZ,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledR1Frac,Body,288,1,1,0,288,1,1,2,4,0,576,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Controlled,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,108,85.33333333333331,9266.333333333334,2003.1028037383192,9216,23,123,18.666666666666668,430.6666666666667,82.99065420560747,2016,6,26,3.5,19.5,7.317757009345795,378,0,6,0,0,0,0,0,0,57.16666666666666,4298.166666666667,1039.766355140187,6174,12,82
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalRFrac,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,Adjoint,180,0,0,0,0,0,0,0.40000000000000013,0.4,0.24134078212290488,72,0,1,0.39999999999999986,0.4,0.241340782122905,72,0,1,0,0,0,0,0,0,0.2,0.2,0.1608938547486033,36,0,1
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,Adjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Adjoint,180,0,0,0,0,0,0,0.40000000000000013,0.4,0.24134078212290488,72,0,1,0.39999999999999986,0.4,0.241340782122905,72,0,1,0,0,0,0,0,0,0.2,0.2,0.1608938547486033,36,0,1
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Adjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,36,0,0,0,0,0,0,2,4,0,72,2,2,2,4,0,72,2,2,0,0,0,0,0,0,1,1,0,36,1,1
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.SWAP,Body,Microsoft.Quantum.Canon.SwapReverseRegister,Adjoint,328,3,9,0,984,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.SwapReverseRegister,Adjoint,Microsoft.Quantum.Canon.ApproximateQFT,Adjoint,163,6.03680981595092,36.66257668711656,0.2208588957055215,984,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.H,Adjoint,819,0,0,0,0,0,0,1,1,0,819,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.H,Adjoint,Microsoft.Quantum.Canon.ApproximateQFT,Adjoint,819,0,0,0,0,0,0,1,1,0,819,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledR1Frac,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledR1Frac,Adjoint,2376,5.397306397306409,68.24242424242425,39.12797589934422,12824,0,16,1.1481481481481477,4.35016835016835,3.033200779727094,2728,0,4,0.8333333333333327,2.5,1.8063157894736854,1980,0,3,0,0,0,0,0,0,3.3207070707070696,23.825757575757574,12.80405103668262,7890,0,9
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledR1Frac,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp,Adjoint,1836,6.014161220043575,76.54901960784314,40.40088926881688,11042,1,16,1.1917211328976027,4.688453159041394,3.2700349652425333,2188,0,4,0.946078431372549,2.838235294117647,1.9442298445263693,1737,0,3,0,0,0,0,0,0,3.7238562091503264,26.730392156862745,12.870297056152161,6837,0,9
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,ControlledAdjoint,2376,9.942760942760936,189.15151515151516,90.33103810030133,23624,1,36,2.057239057239057,9.804713804713804,5.574827573985476,4888,0,8,0.8333333333333327,2.5,1.8063157894736854,1980,0,3,0,0,0,0,0,0,6.502525252525252,80.78030303030303,38.51367783094105,15450,0,23
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,ControlledAdjoint,Microsoft.Quantum.Canon.ApproximateQFT,Adjoint,1656,6.167874396135266,79.02173913043478,41.00382532802069,10214,2,16,1.1908212560386493,4.763285024154589,3.347251047185375,1972,0,4,0.9184782608695649,2.755434782608696,1.912987652699331,1521,0,3,0,0,0,0,0,0,3.86775362318841,27.679347826086957,12.72751543412586,6405,0,9
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCminusIX,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledT,Adjoint,610,8,64,0,4880,8,8,2,4,0,1220,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,2440,4,4
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalRzFrac,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalT,Adjoint,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,610,1,1
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalT,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledT,Adjoint,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,610,1,1
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCminusIX,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledT,Adjoint,610,8,64,0,4880,8,8,2,4,0,1220,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,2440,4,4
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledT,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledTPower,Body,610,16,256,0,9760,16,16,4,16,0,2440,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,81,0,5490,9,9
Microsoft.Quantum.Canon.ApproximateQFT,Adjoint,Microsoft.Quantum.Canon.ApplyQuantumFourierTransformBE,Adjoint,163,68.69938650306749,4798.8466257668715,79.73006134969324,11198,68,182,17.12269938650307,295.62576687116564,2.4539877300613493,2791,17,37,9.331288343558283,104.85276073619632,17.88957055214724,1521,9,63,0,0,0,0,0,0,39.29447852760736,1558.1042944785277,14.134969325153376,6405,39,87
Microsoft.Quantum.Canon.ApplyQuantumFourierTransformBE,Adjoint,Microsoft.Quantum.Canon.ApplyWithInputTransformationCA,Adjoint,163,68.69938650306749,4798.8466257668715,79.73006134969324,11198,68,182,17.12269938650307,295.62576687116564,2.4539877300613493,2791,17,37,9.331288343558283,104.85276073619632,17.88957055214724,1521,9,63,0,0,0,0,0,0,39.29447852760736,1558.1042944785277,14.134969325153376,6405,39,87
Microsoft.Quantum.Canon.ApplyWithInputTransformationCA,Adjoint,Microsoft.Quantum.Arithmetic.ApplyReversedOpBECA,Adjoint,163,68.69938650306749,4798.8466257668715,79.73006134969324,11198,68,182,17.12269938650307,295.62576687116564,2.4539877300613493,2791,17,37,9.331288343558283,104.85276073619632,17.88957055214724,1521,9,63,0,0,0,0,0,0,39.29447852760736,1558.1042944785277,14.134969325153376,6405,39,87
Microsoft.Quantum.Arithmetic.ApplyReversedOpBECA,Adjoint,Microsoft.Quantum.Canon.ApplyQuantumFourierTransform,Adjoint,163,68.69938650306749,4798.8466257668715,79.73006134969324,11198,68,182,17.12269938650307,295.62576687116564,2.4539877300613493,2791,17,37,9.331288343558283,104.85276073619632,17.88957055214724,1521,9,63,0,0,0,0,0,0,39.29447852760736,1558.1042944785277,14.134969325153376,6405,39,87
Microsoft.Quantum.Canon.ApplyQuantumFourierTransform,Adjoint,Microsoft.Quantum.Canon.QFTLE,Adjoint,162,68,4624,0,11016,68,68,17,289,0,2754,17,17,9,81,0,1458,9,9,0,0,0,0,0,0,39,1521,0,6318,39,39
Microsoft.Quantum.Canon.QFTLE,Adjoint,Microsoft.Quantum.Canon.ApplyWithA,Body,72,68,4624,0,4896,68,68,17,289,0,1224,17,17,9,81,0,648,9,9,0,0,0,0,0,0,39,1521,0,2808,39,39
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT,Body,72,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT,Body,Microsoft.Quantum.Arithmetic.CopyMostSignificantBit,Body,72,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.CopyMostSignificantBit,Body,Microsoft.Quantum.Canon.ApplyWithA,Body,72,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Body,Microsoft.Quantum.Canon.ApplyWithA,Body,72,68,4624,0,4896,68,68,17,289,0,1224,17,17,9,81,0,648,9,9,0,0,0,0,0,0,39,1521,0,2808,39,39
Microsoft.Quantum.Canon.ApplyWithA,Body,Microsoft.Quantum.Arithmetic.ApplyLEOperationOnPhaseLEA,Body,72,137,18769,0,9864,137,137,34,1156,0,2448,34,34,18,324,0,1296,18,18,0,0,0,0,0,0,78,6084,0,5616,78,78
Microsoft.Quantum.Arithmetic.ApplyLEOperationOnPhaseLEA,Body,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,72,137,18769,0,9864,137,137,34,1156,0,2448,34,34,18,324,0,1296,18,18,0,0,0,0,0,0,78,6084,0,5616,78,78
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.AndLadder,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledU,Adjoint,540,10,100,0,5400,10,10,2,4,0,1080,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,49,0,3780,7,7
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledR1Frac,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledU,Adjoint,540,3.299999999999999,40,29.164007421150274,1782,0,16,0.9999999999999999,3.2,2.204081632653062,540,0,4,0.4500000000000002,1.35,1.1496289424860844,243,0,3,0,0,0,0,0,0,1.9500000000000004,13.95,10.166326530612254,1053,0,9
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.AndLadder,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledU,Adjoint,540,10,100,0,5400,10,10,2,4,0,1080,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,49,0,3780,7,7
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledU,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp,Adjoint,540,23.30000000000003,572,29.16400742115028,12582,20,36,4.9999999999999964,27.2,2.204081632653061,2700,4,8,0.4500000000000002,1.35,1.1496289424860844,243,0,3,0,0,0,0,0,0,15.949999999999992,264.55,10.16632653061225,8613,14,23
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,ControlledAdjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,ControlledAdjoint,720,18.624999999999993,442.45,95.6922809457579,13410,1,36,4.050000000000003,21.4,5.004450625869265,2916,0,8,0.6375000000000004,1.9125,1.5081884561891554,459,0,3,0,0,0,0,0,0,12.562499999999993,202.9125,45.158814325452,9045,0,23
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,36,116.49999999999999,13635,64.54285714285714,4194,103,123,25,628,3.085714285714285,900,22,26,2.249999999999999,11.25,6.364285714285714,81,0,6,0,0,0,0,0,0,79.75,6375.25,15.621428571428568,2871,73,82
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X,Body,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,36,0,0,0,0,0,0,1,1,0,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,Microsoft.Quantum.Arithmetic.MultiplyAndAddPhaseByModularInteger,Controlled,36,646.4999999999999,418527,580.8857142857145,23274,606,666,152,23131,27.771428571428572,5472,143,155,50.75000000000001,2631.25,57.27857142857143,1827,44,62,0,0,0,0,0,0,408.24999999999994,166804.75,140.59285714285716,14697,388,415
Microsoft.Quantum.Arithmetic.MultiplyAndAddPhaseByModularInteger,Controlled,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,Controlled,9,2586,6687396,0,23274,2586,2586,608,369664,0,5472,608,608,203,41209,0,1827,203,203,0,0,0,0,0,0,1633,2666689,0,14697,1633,1633
Microsoft.Quantum.Canon.QFTLE,Adjoint,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,Controlled,9,68,4624,0,612,68,68,17,289,0,153,17,17,9,81,0,81,9,9,0,0,0,0,0,0,39,1521,0,351,39,39
Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,Controlled,Microsoft.Quantum.Arithmetic.MultiplyAndAddByModularInteger,Controlled,9,2722,7409284,0,24498,2722,2722,642,412164,0,5778,642,642,221,48841,0,1989,221,221,0,0,0,0,0,0,1711,2927521,0,15399,1711,1711
Microsoft.Quantum.Arithmetic.MultiplyAndAddByModularInteger,Controlled,Microsoft.Quantum.Arithmetic.MultiplyByModularInteger,Controlled,9,2722,7409284,0,24498,2722,2722,642,412164,0,5778,642,642,221,48841,0,1989,221,221,0,0,0,0,0,0,1711,2927521,0,15399,1711,1711
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledSWAP,Body,72,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCX,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledSWAP,Body,36,10,100,0,360,10,10,2,4,0,72,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,49,0,252,7,7
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledSWAP,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp2,Body,36,12,144,0,432,12,12,2,4,0,72,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,49,0,252,7,7
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp2,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.SWAP,Controlled,36,12,144,0,432,12,12,2,4,0,72,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,49,0,252,7,7
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.SWAP,Controlled,Microsoft.Quantum.Canon.ApplyToEachCA,Controlled,36,12,144,0,432,12,12,2,4,0,72,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,49,0,252,7,7
Microsoft.Quantum.Canon.ApplyToEachCA,Controlled,Microsoft.Quantum.Arithmetic.MultiplyByModularInteger,Controlled,9,48,2304,0,432,48,48,8,64,0,72,8,8,0,0,0,0,0,0,0,0,0,0,0,0,28,784,0,252,28,28
Microsoft.Quantum.Canon.QFTLE,Body,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,ControlledAdjoint,9,68,4624,0,612,68,68,17,289,0,153,17,17,9,81,0,81,9,9,0,0,0,0,0,0,39,1521,0,351,39,39
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,108,85.3333333333333,9266.333333333334,2003.102803738319,9216,23,123,18.66666666666666,430.6666666666667,82.99065420560746,2016,6,26,3.4999999999999996,19.5,7.3177570093457955,378,0,6,0,0,0,0,0,0,57.166666666666664,4298.166666666667,1039.7663551401865,6174,12,82
Microsoft.Quantum.Canon.QFTLE,Adjoint,Microsoft.Quantum.Canon.ApplyWithA,Adjoint,72,68,4624,0,4896,68,68,17,289,0,1224,17,17,9,81,0,648,9,9,0,0,0,0,0,0,39,1521,0,2808,39,39
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT,Adjoint,72,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT,Adjoint,Microsoft.Quantum.Arithmetic.CopyMostSignificantBit,Adjoint,72,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.CopyMostSignificantBit,Adjoint,Microsoft.Quantum.Canon.ApplyWithA,Adjoint,72,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Body,Microsoft.Quantum.Canon.ApplyWithA,Adjoint,72,68,4624,0,4896,68,68,17,289,0,1224,17,17,9,81,0,648,9,9,0,0,0,0,0,0,39,1521,0,2808,39,39
Microsoft.Quantum.Canon.ApplyWithA,Adjoint,Microsoft.Quantum.Arithmetic.ApplyLEOperationOnPhaseLEA,Adjoint,72,137,18769,0,9864,137,137,34,1156,0,2448,34,34,18,324,0,1296,18,18,0,0,0,0,0,0,78,6084,0,5616,78,78
Microsoft.Quantum.Arithmetic.ApplyLEOperationOnPhaseLEA,Adjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,72,137,18769,0,9864,137,137,34,1156,0,2448,34,34,18,324,0,1296,18,18,0,0,0,0,0,0,78,6084,0,5616,78,78
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_Clifford,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalPauli,Adjoint,36,0,0,0,0,0,0,1,1,0,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalPauli,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X,Adjoint,36,0,0,0,0,0,0,1,1,0,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X,Adjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,36,0,0,0,0,0,0,1,1,0,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Controlled,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,36,116.49999999999999,13635,64.54285714285714,4194,103,123,25.000000000000004,628,3.0857142857142863,900,22,26,2.25,11.25,6.364285714285714,81,0,6,0,0,0,0,0,0,79.75000000000003,6375.25,15.621428571428561,2871,73,82
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalRFrac,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,Body,180,0,0,0,0,0,0,0.39999999999999986,0.4,0.241340782122905,72,0,1,0.40000000000000013,0.4,0.24134078212290488,72,0,1,0,0,0,0,0,0,0.2,0.2,0.1608938547486033,36,0,1
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,Body,Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Body,180,0,0,0,0,0,0,0.39999999999999986,0.4,0.241340782122905,72,0,1,0.40000000000000013,0.4,0.24134078212290488,72,0,1,0,0,0,0,0,0,0.2,0.2,0.1608938547486033,36,0,1
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Body,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,36,0,0,0,0,0,0,2,4,0,72,2,2,2,4,0,72,2,2,0,0,0,0,0,0,1,1,0,36,1,1
Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.MultiplyAndAddPhaseByModularInteger,ControlledAdjoint,36,646.4999999999998,418527,580.8857142857147,23274,606,666,151.99999999999997,23131,27.771428571428576,5472,143,155,50.75,2631.25,57.27857142857143,1827,44,62,0,0,0,0,0,0,408.24999999999994,166804.75,140.59285714285713,14697,388,415
Microsoft.Quantum.Arithmetic.MultiplyAndAddPhaseByModularInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,ControlledAdjoint,9,2586,6687396,0,23274,2586,2586,608,369664,0,5472,608,608,203,41209,0,1827,203,203,0,0,0,0,0,0,1633,2666689,0,14697,1633,1633
Microsoft.Quantum.Canon.QFTLE,Adjoint,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,ControlledAdjoint,9,68,4624,0,612,68,68,17,289,0,153,17,17,9,81,0,81,9,9,0,0,0,0,0,0,39,1521,0,351,39,39
Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,ControlledAdjoint,Microsoft.Quantum.Arithmetic.MultiplyAndAddByModularInteger,ControlledAdjoint,9,2722,7409284,0,24498,2722,2722,642,412164,0,5778,642,642,221,48841,0,1989,221,221,0,0,0,0,0,0,1711,2927521,0,15399,1711,1711
Microsoft.Quantum.Arithmetic.MultiplyAndAddByModularInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.MultiplyByModularInteger,Controlled,9,2722,7409284,0,24498,2722,2722,642,412164,0,5778,642,642,221,48841,0,1989,221,221,0,0,0,0,0,0,1711,2927521,0,15399,1711,1711
Microsoft.Quantum.Arithmetic.MultiplyByModularInteger,Controlled,Shor.ApplyOrderFindingOracle,Controlled,9,5492,30162064,0,49428,5492,5492,1292,1669264,0,11628,1292,1292,442,195364,0,3978,442,442,0,0,0,0,0,0,3450,11902500,0,31050,3450,3450
Shor.ApplyOrderFindingOracle,Controlled,Microsoft.Quantum.Characterization.QuantumPhaseEstimation,Body,9,5492,30162064,0,49428,5492,5492,1292,1669264,0,11628,1292,1292,442,195364,0,3978,442,442,0,0,0,0,0,0,3450,11902500,0,31050,3450,3450
Microsoft.Quantum.Canon.ApplyQuantumFourierTransform,Adjoint,Microsoft.Quantum.Canon.QFT,Adjoint,1,182,33124,NaN,182,182,182,37,1369,NaN,37,37,37,63,3969,NaN,63,63,63,0,0,NaN,0,0,0,87,7569,NaN,87,87,87
Microsoft.Quantum.Canon.QFT,Adjoint,Microsoft.Quantum.Characterization.QuantumPhaseEstimation,Body,1,182,33124,NaN,182,182,182,37,1369,NaN,37,37,37,63,3969,NaN,63,63,63,0,0,NaN,0,0,0,87,7569,NaN,87,87,87
Microsoft.Quantum.Characterization.QuantumPhaseEstimation,Body,Shor.EstimatePeriodInstance,Body,1,49610,2461152100,NaN,49610,49610,49610,11674,136282276,NaN,11674,11674,11674,4041,16329681,NaN,4041,4041,4041,0,0,NaN,0,0,0,31137,969512769,NaN,31137,31137,31137
Microsoft.Quantum.Intrinsic.Measure,Body,Microsoft.Quantum.Intrinsic.M,Body,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,1,1,0,0,0,0,0,0
Microsoft.Quantum.Intrinsic.M,Body,Microsoft.Quantum.Measurement.MResetZ,Body,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,1,1,0,0,0,0,0,0
Microsoft.Quantum.Measurement.MResetZ,Body,Microsoft.Quantum.Arithmetic.MeasureInteger,Body,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,1,1,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.MeasureInteger,Body,Shor.EstimatePeriodInstance,Body,1,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,9,81,NaN,9,9,9,0,0,NaN,0,0,0
