Name,Variant,Caller,CallerVariant,Count,InputWidth:Average,InputWidth:SecondMoment,InputWidth:Variance,InputWidth:Sum,InputWidth:Min,InputWidth:Max,ExtraWidth:Average,ExtraWidth:SecondMoment,ExtraWidth:Variance,ExtraWidth:Sum,ExtraWidth:Min,ExtraWidth:Max,ReturnWidth:Average,ReturnWidth:SecondMoment,ReturnWidth:Variance,ReturnWidth:Sum,ReturnWidth:Min,ReturnWidth:Max,BorrowedWidth:Average,BorrowedWidth:SecondMoment,BorrowedWidth:Variance,BorrowedWidth:Sum,BorrowedWidth:Min,BorrowedWidth:Max
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliXFlip,Adjoint,288,1,1,0,288,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliXFlip,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CZ,Body,288,1,1,0,288,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CZ,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledR1Frac,Body,288,2,4,0,576,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Controlled,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,108,6.666666666666665,44.666666666666664,0.22429906542056066,720,6,7,1.4999999999999996,2.5,0.2523364485981308,162,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalRFrac,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,Adjoint,180,1,1,0,180,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,Adjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Adjoint,180,1,1,0,180,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Adjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,36,5,25,0,180,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.SWAP,Body,Microsoft.Quantum.Canon.SwapReverseRegister,Adjoint,328,2,4,0,656,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.SwapReverseRegister,Adjoint,Microsoft.Quantum.Canon.ApproximateQFT,Adjoint,163,5.024539877300613,25.34355828220859,0.09815950920245399,819,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.H,Adjoint,819,1,1,0,819,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.H,Adjoint,Microsoft.Quantum.Canon.ApproximateQFT,Adjoint,819,1,1,0,819,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledR1Frac,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledR1Frac,Adjoint,2376,2,4,0,4752,2,2,0.2567340067340073,0.25673400673400676,0.1909020024809501,610,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledR1Frac,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp,Adjoint,1836,2,4,0,3672,2,2,0.2881263616557739,0.28812636165577343,0.2052213377025046,529,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,ControlledAdjoint,2376,2.227272727272729,5.136363636363637,0.17569377990430612,5292,2,3,0.48400673400673455,0.5521885521885522,0.3180598972177911,1150,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,ControlledAdjoint,Microsoft.Quantum.Canon.ApproximateQFT,Adjoint,1656,2,4,0,3312,2,2,0.2977053140096623,0.2977053140096618,0.20920319044908595,493,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCminusIX,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledT,Adjoint,610,3,9,0,1830,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalRzFrac,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalT,Adjoint,610,1,1,0,610,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalT,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledT,Adjoint,610,1,1,0,610,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCminusIX,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledT,Adjoint,610,3,9,0,1830,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledT,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledTPower,Body,610,2,4,0,1220,2,2,1,1,0,610,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApproximateQFT,Adjoint,Microsoft.Quantum.Canon.ApplyQuantumFourierTransformBE,Adjoint,163,5.024539877300613,25.34355828220859,0.09815950920245399,819,5,9,1,1,0,163,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApplyQuantumFourierTransformBE,Adjoint,Microsoft.Quantum.Canon.ApplyWithInputTransformationCA,Adjoint,163,5.024539877300613,25.34355828220859,0.09815950920245399,819,5,9,1,1,0,163,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApplyWithInputTransformationCA,Adjoint,Microsoft.Quantum.Arithmetic.ApplyReversedOpBECA,Adjoint,163,5.024539877300613,25.34355828220859,0.09815950920245399,819,5,9,1,1,0,163,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.ApplyReversedOpBECA,Adjoint,Microsoft.Quantum.Canon.ApplyQuantumFourierTransform,Adjoint,163,5.024539877300613,25.34355828220859,0.09815950920245399,819,5,9,1,1,0,163,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApplyQuantumFourierTransform,Adjoint,Microsoft.Quantum.Canon.QFTLE,Adjoint,162,5,25,0,810,5,5,1,1,0,162,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Adjoint,Microsoft.Quantum.Canon.ApplyWithA,Body,72,5,25,0,360,5,5,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT,Body,72,2,4,0,144,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT,Body,Microsoft.Quantum.Arithmetic.CopyMostSignificantBit,Body,72,2,4,0,144,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.CopyMostSignificantBit,Body,Microsoft.Quantum.Canon.ApplyWithA,Body,72,6,36,0,432,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Body,Microsoft.Quantum.Canon.ApplyWithA,Body,72,5,25,0,360,5,5,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApplyWithA,Body,Microsoft.Quantum.Arithmetic.ApplyLEOperationOnPhaseLEA,Body,72,6,36,0,432,6,6,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.ApplyLEOperationOnPhaseLEA,Body,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,72,6,36,0,432,6,6,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.AndLadder,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledU,Adjoint,540,3,9,0,1620,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledR1Frac,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledU,Adjoint,540,2,4,0,1080,2,2,0.14999999999999972,0.15,0.12773654916512073,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.AndLadder,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledU,Adjoint,540,3,9,0,1620,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledU,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp,Adjoint,540,3,9,0,1620,3,3,1.1500000000000006,1.45,0.1277365491651207,621,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,ControlledAdjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,ControlledAdjoint,720,2.7500000000000004,7.75,0.18776077885952708,1980,2,3,0.9124999999999998,1.1375,0.30526773296244797,657,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,36,7,49,0,252,7,7,1.7499999999999998,3.25,0.1928571428571428,63,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X,Body,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,36,1,1,0,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,Microsoft.Quantum.Arithmetic.MultiplyAndAddPhaseByModularInteger,Controlled,36,7,49,0,252,7,7,2.75,7.75,0.1928571428571428,99,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.MultiplyAndAddPhaseByModularInteger,Controlled,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,Controlled,9,10,100,0,90,10,10,3,9,0,27,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Adjoint,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,Controlled,9,5,25,0,45,5,5,1,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,Controlled,Microsoft.Quantum.Arithmetic.MultiplyAndAddByModularInteger,Controlled,9,10,100,0,90,10,10,3,9,0,27,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.MultiplyAndAddByModularInteger,Controlled,Microsoft.Quantum.Arithmetic.MultiplyByModularInteger,Controlled,9,9,81,0,81,9,9,4,16,0,36,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledSWAP,Body,72,2,4,0,144,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCX,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledSWAP,Body,36,3,9,0,108,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledSWAP,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp2,Body,36,3,9,0,108,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp2,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.SWAP,Controlled,36,3,9,0,108,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.SWAP,Controlled,Microsoft.Quantum.Canon.ApplyToEachCA,Controlled,36,3,9,0,108,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApplyToEachCA,Controlled,Microsoft.Quantum.Arithmetic.MultiplyByModularInteger,Controlled,9,9,81,0,81,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Body,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,ControlledAdjoint,9,5,25,0,45,5,5,1,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,108,6.666666666666665,44.666666666666664,0.22429906542056066,720,6,7,1.4999999999999998,2.5,0.2523364485981308,162,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Adjoint,Microsoft.Quantum.Canon.ApplyWithA,Adjoint,72,5,25,0,360,5,5,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT,Adjoint,72,2,4,0,144,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT,Adjoint,Microsoft.Quantum.Arithmetic.CopyMostSignificantBit,Adjoint,72,2,4,0,144,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.CopyMostSignificantBit,Adjoint,Microsoft.Quantum.Canon.ApplyWithA,Adjoint,72,6,36,0,432,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Body,Microsoft.Quantum.Canon.ApplyWithA,Adjoint,72,5,25,0,360,5,5,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApplyWithA,Adjoint,Microsoft.Quantum.Arithmetic.ApplyLEOperationOnPhaseLEA,Adjoint,72,6,36,0,432,6,6,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.ApplyLEOperationOnPhaseLEA,Adjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,72,6,36,0,432,6,6,1,1,0,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_Clifford,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalPauli,Adjoint,36,1,1,0,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalPauli,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X,Adjoint,36,1,1,0,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X,Adjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,36,1,1,0,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Controlled,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,36,7,49,0,252,7,7,1.7499999999999998,3.25,0.1928571428571429,63,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalRFrac,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,Body,180,1,1,0,180,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,Body,Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Body,180,1,1,0,180,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Body,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,36,5,25,0,180,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.MultiplyAndAddPhaseByModularInteger,ControlledAdjoint,36,7,49,0,252,7,7,2.7500000000000004,7.75,0.19285714285714284,99,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.MultiplyAndAddPhaseByModularInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,ControlledAdjoint,9,10,100,0,90,10,10,3,9,0,27,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Adjoint,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,ControlledAdjoint,9,5,25,0,45,5,5,1,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,ControlledAdjoint,Microsoft.Quantum.Arithmetic.MultiplyAndAddByModularInteger,ControlledAdjoint,9,10,100,0,90,10,10,3,9,0,27,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.MultiplyAndAddByModularInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.MultiplyByModularInteger,Controlled,9,9,81,0,81,9,9,4,16,0,36,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.MultiplyByModularInteger,Controlled,Shor.ApplyOrderFindingOracle,Controlled,9,5,25,0,45,5,5,8,64,0,72,8,8,0,0,0,0,0,0,0,0,0,0,0,0
Shor.ApplyOrderFindingOracle,Controlled,Microsoft.Quantum.Characterization.QuantumPhaseEstimation,Body,9,5,25,0,45,5,5,8,64,0,72,8,8,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApplyQuantumFourierTransform,Adjoint,Microsoft.Quantum.Canon.QFT,Adjoint,1,9,81,NaN,9,9,9,1,1,NaN,1,1,1,0,0,NaN,0,0,0,0,0,NaN,0,0,0
Microsoft.Quantum.Canon.QFT,Adjoint,Microsoft.Quantum.Characterization.QuantumPhaseEstimation,Body,1,9,81,NaN,9,9,9,1,1,NaN,1,1,1,0,0,NaN,0,0,0,0,0,NaN,0,0,0
Microsoft.Quantum.Characterization.QuantumPhaseEstimation,Body,Shor.EstimatePeriodInstance,Body,1,13,169,NaN,13,13,13,8,64,NaN,8,8,8,0,0,NaN,0,0,0,0,0,NaN,0,0,0
Microsoft.Quantum.Intrinsic.Measure,Body,Microsoft.Quantum.Intrinsic.M,Body,13,1,1,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Intrinsic.M,Body,Microsoft.Quantum.Measurement.MResetZ,Body,9,1,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Measurement.MResetZ,Body,Microsoft.Quantum.Arithmetic.MeasureInteger,Body,9,1,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.MeasureInteger,Body,Shor.EstimatePeriodInstance,Body,1,9,81,NaN,9,9,9,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0
Microsoft.Quantum.Intrinsic.M,Body,Microsoft.Quantum.Intrinsic.Reset,Body,4,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Intrinsic.Reset,Body,Microsoft.Quantum.Intrinsic.ResetAll,Body,4,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Intrinsic.ResetAll,Body,Shor.EstimatePeriodInstance,Body,1,4,16,NaN,4,4,4,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0
Shor.EstimatePeriodInstance,Body,[[root]],Body,1,0,0,NaN,0,0,0,21,441,NaN,21,21,21,0,0,NaN,0,0,0,0,0,NaN,0,0,0
