Name,Variant,Caller,CallerVariant,Count,Depth:Average,Depth:SecondMoment,Depth:Variance,Depth:Sum,Depth:Min,Depth:Max,StartTimeDifference:Average,StartTimeDifference:SecondMoment,StartTimeDifference:Variance,StartTimeDifference:Sum,StartTimeDifference:Min,StartTimeDifference:Max,Width:Average,Width:SecondMoment,Width:Variance,Width:Sum,Width:Min,Width:Max
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalRFrac,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,Adjoint,180,0.2,0.2,0.1608938547486033,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,Adjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Adjoint,180,0.2,0.2,0.1608938547486033,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Adjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,36,0.25000000000000006,0.25,0.19285714285714284,9,0,1,59.16666666666666,3804.5,312.4857142857142,2130,26,84,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.SWAP,Body,Microsoft.Quantum.Canon.SwapReverseRegister,Adjoint,328,0,0,0,0,0,0,181.7439024390244,1961172.018292683,1934037.628403073,59612,4,18518,0,0,0,0,0,0
Microsoft.Quantum.Canon.SwapReverseRegister,Adjoint,Microsoft.Quantum.Canon.ApproximateQFT,Adjoint,163,0,0,0,0,0,0,166.65030674846628,2107198.3312883438,2092261.9695523744,27164,13,18518,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.H,Adjoint,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.H,Adjoint,Microsoft.Quantum.Canon.ApproximateQFT,Adjoint,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledR1Frac,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledR1Frac,Adjoint,2376,3.453282828282827,50.041666666666664,38.132553429027055,8205,0,57,33.320707070707066,100951.70707070707,99883.47605103669,79170,0,9298,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledR1Frac,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp,Adjoint,1836,4.042483660130705,62.36274509803921,46.04615055831597,7422,0,57,33.33442265795207,130193.41612200436,129152.57692887635,61202,0,9298,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,ControlledAdjoint,2376,5.450336700336704,73.51094276094275,43.82321672869037,12950,0,57,40.15404040404043,105280.59848484848,103711.9013141946,95406,0,9298,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,ControlledAdjoint,Microsoft.Quantum.Canon.ApproximateQFT,Adjoint,1656,3.7590579710144936,41.70108695652174,27.587229081833637,6225,0,42,33.38164251207726,144180.6461352657,143152.75698001956,55280,0,9298,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCminusIX,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledT,Adjoint,610,3.1344262295081946,10.265573770491804,0.44167003149479117,1912,2,4,39.66229508196718,43510.91475409836,42006.68051360736,24194,1,4665,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalRzFrac,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalT,Adjoint,610,1,1,0,610,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalT,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledT,Adjoint,610,1,1,0,610,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCminusIX,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledT,Adjoint,610,4,16,0,2440,4,4,1,1,0,610,1,1,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledT,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledTPower,Body,610,9.514754098360648,120.19344262295083,29.71160461923611,5804,7,42,20.062295081967214,35738.13770491803,35393.664421653346,12238,1,4642,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApproximateQFT,Adjoint,Microsoft.Quantum.Canon.ApplyQuantumFourierTransformBE,Adjoint,163,34.834355828220886,1311.3006134969326,98.47239263803678,5678,28,89,166.65030674846628,2107198.3312883438,2092261.9695523744,27164,13,18518,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApplyQuantumFourierTransformBE,Adjoint,Microsoft.Quantum.Canon.ApplyWithInputTransformationCA,Adjoint,163,34.834355828220886,1311.3006134969326,98.47239263803678,5678,28,89,166.65030674846628,2107198.3312883438,2092261.9695523744,27164,13,18518,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApplyWithInputTransformationCA,Adjoint,Microsoft.Quantum.Arithmetic.ApplyReversedOpBECA,Adjoint,163,34.834355828220886,1311.3006134969326,98.47239263803678,5678,28,89,166.65030674846628,2107198.3312883438,2092261.9695523744,27164,13,18518,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.ApplyReversedOpBECA,Adjoint,Microsoft.Quantum.Canon.ApplyQuantumFourierTransform,Adjoint,163,34.834355828220886,1311.3006134969326,98.47239263803678,5678,28,89,166.65030674846628,2107198.3312883438,2092261.9695523744,27164,13,18518,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApplyQuantumFourierTransform,Adjoint,Microsoft.Quantum.Canon.QFTLE,Adjoint,162,34.50000000000003,1270.5,80.74844720496893,5589,28,63,53.370370370370395,3438.296296296296,593.5638371290545,8646,13,104,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Adjoint,Microsoft.Quantum.Canon.ApplyWithA,Body,72,40,1721.75,123.46478873239441,2880,31,63,53.708333333333336,3076.2638888888887,194.37852112676066,3867,27,85,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT,Body,72,0,0,0,0,0,0,111.4722222222222,14055.722222222223,1652.6189358372453,8026,77,165,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT,Body,Microsoft.Quantum.Arithmetic.CopyMostSignificantBit,Body,72,0,0,0,0,0,0,111.4722222222222,14055.722222222223,1652.6189358372453,8026,77,165,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.CopyMostSignificantBit,Body,Microsoft.Quantum.Canon.ApplyWithA,Body,72,0,0,0,0,0,0,111.4722222222222,14055.722222222223,1652.6189358372453,8026,77,165,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Body,Microsoft.Quantum.Canon.ApplyWithA,Body,72,28,784,0,2016,28,28,21,441,0,1512,21,21,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApplyWithA,Body,Microsoft.Quantum.Arithmetic.ApplyLEOperationOnPhaseLEA,Body,72,68.00000000000001,4745.75,123.46478873239434,4896,59,91,71.59722222222221,6134.069444444444,1022.1030907668232,5155,27,128,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.ApplyLEOperationOnPhaseLEA,Body,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,72,68.00000000000001,4745.75,123.46478873239434,4896,59,91,71.59722222222221,6134.069444444444,1022.1030907668232,5155,27,128,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.AndLadder,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledU,Adjoint,540,4.866666666666673,23.8,0.11576994434137294,2628,4,5,37.41111111111111,19487.166666666668,18121.13308596165,20202,0,867,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledR1Frac,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledU,Adjoint,540,1.450000000000001,8.15,6.058719851576996,783,0,7,33.274074074074086,1529.8962962962962,423.5165807737236,17968,2,75,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.AndLadder,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledU,Adjoint,540,4.64814814814815,21.833333333333332,0.22847522847522864,2510,4,5,1.1740740740740754,4.862962962962963,3.4909778052635194,634,0,13,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledU,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp,Adjoint,540,10.237037037037036,111.41481481481482,6.630165601594169,5528,0,14,63.34074074074074,20577.01851851852,16595.701862158978,34204,2,867,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,ControlledAdjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,ControlledAdjoint,720,9.340277777777775,146.67361111111111,59.515482537474846,6725,0,57,55.730555555555554,15810.488888888889,12722.263877298721,40126,0,867,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,36,53,2812,3.085714285714285,1908,50,54,65,4225,0,2340,65,65,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X,Body,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,Controlled,Microsoft.Quantum.Arithmetic.MultiplyAndAddPhaseByModularInteger,Controlled,36,279.55555555555554,78176,25.396825396825392,10064,272,284,3155.9999999999995,31551379.333333332,22207930.285714287,113616,28,18532,0.05555555555555558,0.1111111111111111,0.11111111111111109,2,0,2
Microsoft.Quantum.Arithmetic.MultiplyAndAddPhaseByModularInteger,Controlled,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,Controlled,9,1118.2222222222222,1250421.3333333333,0.4444444444444571,10064,1118,1120,9280,121784860,40124767.5,83520,28,18532,0.22222222222222227,0.4444444444444444,0.44444444444444453,2,0,2
Microsoft.Quantum.Canon.QFTLE,Adjoint,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,Controlled,9,28,784,0,252,28,28,18.555555555555557,396.55555555555554,58.77777777777777,167,16,39,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,Controlled,Microsoft.Quantum.Arithmetic.MultiplyAndAddByModularInteger,Controlled,9,1147.6666666666667,1317161,24.999999999999858,10329,1146,1161,9252,121265964,40124767.5,83268,0,18504,0.3333333333333333,1,1,3,0,3
Microsoft.Quantum.Arithmetic.MultiplyAndAddByModularInteger,Controlled,Microsoft.Quantum.Arithmetic.MultiplyByModularInteger,Controlled,9,1147.6666666666667,1317161,24.999999999999858,10329,1146,1161,9252,121265964,40124767.5,83268,0,18504,0.44444444444444453,1.7777777777777777,1.7777777777777781,4,0,4
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledSWAP,Body,72,0,0,0,0,0,0,203.5,128247.75,88058.5352112676,14652,0,832,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CCX,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledSWAP,Body,36,5,25,0,180,5,5,19.722222222222218,443.44444444444446,56.03492063492062,710,0,28,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ControlledSWAP,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp2,Body,36,5,25,0,180,5,5,426.72222222222223,275645.05555555556,96226.14920634919,15362,15,840,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiControlledFromOpAndSinglyCtrldOp2,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.SWAP,Controlled,36,5,25,0,180,5,5,426.72222222222223,275645.05555555556,96226.14920634919,15362,15,840,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.SWAP,Controlled,Microsoft.Quantum.Canon.ApplyToEachCA,Controlled,36,5,25,0,180,5,5,426.72222222222223,275645.05555555556,96226.14920634919,15362,15,840,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApplyToEachCA,Controlled,Microsoft.Quantum.Arithmetic.MultiplyByModularInteger,Controlled,9,18.555555555555557,361,18.77777777777778,167,7,20,841.4444444444445,708045.4444444445,18.777777777777757,7573,840,853,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Body,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,ControlledAdjoint,9,28,784,0,252,28,28,25.666666666666668,673,16,231,15,27,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,108,43.11111111111111,2064.925925925926,208.2866043613707,4656,14,55,186.3888888888889,97352.5,63196.83800623052,20130,28,867,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Adjoint,Microsoft.Quantum.Canon.ApplyWithA,Adjoint,72,30.624999999999996,940.875,3.026408450704226,2205,29,33,58.34722222222221,4349.208333333333,958.1171752738658,4201,13,104,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT,Adjoint,72,0,0,0,0,0,0,82.91666666666664,10829.611111111111,4010.1338028169007,5970,30,165,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.CNOT,Adjoint,Microsoft.Quantum.Arithmetic.CopyMostSignificantBit,Adjoint,72,0,0,0,0,0,0,82.91666666666664,10829.611111111111,4010.1338028169007,5970,30,165,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.CopyMostSignificantBit,Adjoint,Microsoft.Quantum.Canon.ApplyWithA,Adjoint,72,0,0,0,0,0,0,82.91666666666664,10829.611111111111,4010.1338028169007,5970,30,165,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Body,Microsoft.Quantum.Canon.ApplyWithA,Adjoint,72,28,784,0,2016,28,28,21,441,0,1512,21,21,0,0,0,0,0,0
Microsoft.Quantum.Canon.ApplyWithA,Adjoint,Microsoft.Quantum.Arithmetic.ApplyLEOperationOnPhaseLEA,Adjoint,72,58.624999999999986,3439.875,3.026408450704226,4221,57,61,76.27777777777781,7920.75,2132.062597809076,5492,13,132,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.ApplyLEOperationOnPhaseLEA,Adjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,72,58.624999999999986,3439.875,3.026408450704226,4221,57,61,76.27777777777781,7920.75,2132.062597809076,5492,13,132,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_Clifford,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalPauli,Adjoint,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalPauli,Adjoint,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X,Adjoint,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.X,Adjoint,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Controlled,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,36,53,2812,3.085714285714288,1908,50,54,56,3136,0,2016,56,56,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalRFrac,Body,Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,Body,180,0.2,0.2,0.1608938547486033,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R1Frac,Body,Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Body,180,0.2,0.2,0.1608938547486033,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByInteger,Body,Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,36,0,0,0,0,0,0,1,1,0,36,1,1,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.IncrementPhaseByModularInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.MultiplyAndAddPhaseByModularInteger,ControlledAdjoint,36,274.33333333333337,75532,281.02857142857135,9876,244,284,433.16666666666674,283953.5,99072.14285714284,15594,28,867,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.MultiplyAndAddPhaseByModularInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,ControlledAdjoint,9,1097.3333333333333,1204154.6666666667,16.000000000000114,9876,1096,1108,43,1849,0,387,43,43,0,0,0,0,0,0
Microsoft.Quantum.Canon.QFTLE,Adjoint,Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,ControlledAdjoint,9,28,784,0,252,28,28,45.666666666666664,2089,4.000000000000002,411,45,51,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.ApplyPhaseLEOperationOnLECA,ControlledAdjoint,Microsoft.Quantum.Arithmetic.MultiplyAndAddByModularInteger,ControlledAdjoint,9,1148.5555555555557,1319199.2222222222,21.7777777777776,10337,1147,1161,25.666666666666668,673,16,231,15,27,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.MultiplyAndAddByModularInteger,ControlledAdjoint,Microsoft.Quantum.Arithmetic.MultiplyByModularInteger,Controlled,9,1148.5555555555557,1319199.2222222222,21.7777777777776,10337,1147,1161,15,225,0,135,15,15,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.MultiplyByModularInteger,Controlled,Shor.ApplyOrderFindingOracle,Controlled,9,2335.222222222222,5453349.444444444,97.44444444444377,21017,2313,2352,9231.555555555555,120840842.22222222,40071627.277777776,83084,0,18481,0.8888888888888891,7.111111111111111,7.1111111111111125,8,0,8
Shor.ApplyOrderFindingOracle,Controlled,Microsoft.Quantum.Characterization.QuantumPhaseEstimation,Body,9,2335.222222222222,5453349.444444444,97.44444444444377,21017,2313,2352,9231.555555555555,120840842.22222222,40071627.277777776,83084,0,18481,0.8888888888888891,7.111111111111111,7.1111111111111125,8,0,8
Microsoft.Quantum.Canon.ApplyQuantumFourierTransform,Adjoint,Microsoft.Quantum.Canon.QFT,Adjoint,1,89,7921,NaN,89,89,89,18518,342916324,NaN,18518,18518,18518,0,0,NaN,0,0,0
Microsoft.Quantum.Canon.QFT,Adjoint,Microsoft.Quantum.Characterization.QuantumPhaseEstimation,Body,1,89,7921,NaN,89,89,89,18518,342916324,NaN,18518,18518,18518,0,0,NaN,0,0,0
Microsoft.Quantum.Characterization.QuantumPhaseEstimation,Body,Shor.EstimatePeriodInstance,Body,1,20897,436684609,NaN,20897,20897,20897,0,0,NaN,0,0,0,8,64,NaN,8,8,8
Microsoft.Quantum.Intrinsic.Measure,Body,Microsoft.Quantum.Intrinsic.M,Body,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Intrinsic.M,Body,Microsoft.Quantum.Measurement.MResetZ,Body,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Measurement.MResetZ,Body,Microsoft.Quantum.Arithmetic.MeasureInteger,Body,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Arithmetic.MeasureInteger,Body,Shor.EstimatePeriodInstance,Body,1,0,0,NaN,0,0,0,57,3249,NaN,57,57,57,0,0,NaN,0,0,0
Microsoft.Quantum.Intrinsic.M,Body,Microsoft.Quantum.Intrinsic.Reset,Body,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Intrinsic.Reset,Body,Microsoft.Quantum.Intrinsic.ResetAll,Body,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft.Quantum.Intrinsic.ResetAll,Body,Shor.EstimatePeriodInstance,Body,1,0,0,NaN,0,0,0,840,705600,NaN,840,840,840,0,0,NaN,0,0,0
Shor.EstimatePeriodInstance,Body,[[root]],Body,1,20897,436684609,NaN,20897,20897,20897,0,0,NaN,0,0,0,21,441,NaN,21,21,21
